,Summary,Original
374,"The speaker discusses the concept of 'theme and variations' in art, using Piero della Francesca's work as an example. They share their process of creating a series of paintings based on Piero's portraits, emphasizing the liberation they felt when viewing Piero's work as nature. The speaker also takes the audience through their creative process of designing posters, highlighting their willingness to expose doubts and provide multiple solutions. They end by presenting various experimental poster designs exploring perspectives and the nature of art.","From the TED archives: The legendary graphic designer Milton Glaser dives deep into a new painting inspired by Piero della Francesca. From here, he muses on what makes a convincing poster, by breaking down an idea and making it new."
375,"The transcript discusses the search for extraterrestrial intelligence (SETI) and humanity's place in the universe. It highlights the vastness of the universe, the potential for life elsewhere, and the importance of expanding our perspectives. The speaker emphasizes the need for continued technological advancements in SETI, the potential impact of discovering intelligent life beyond Earth, and the importance of uniting as Earthlings to explore our cosmic origins together. The ultimate goal is to empower people worldwide to participate in the search for cosmic company and change humanity's perspective.","The SETI Institute's Jill Tarter makes her TED Prize wish: to accelerate our search for cosmic company. Using a growing array of radio telescopes, she and her team listen for patterns that may be a sign of intelligence elsewhere in the universe."
376,"The speaker, originally interested in becoming a surgeon, found a passion for exploring the hidden corners of New York City, particularly studying and photographing rats. This led to an interest in abandoned urban spaces and eventually creating art to represent a living body in decaying environments. Through photography and exploration, the speaker delved into forgotten histories and unseen dimensions of cities like New York, Berlin, and Paris, aiming to animate and humanize these spaces before they disappear.","At the 2008 EG Conference, artist Miru Kim talks about her work. Kim explores industrial ruins underneath New York and then photographs herself in them, nude -- to bring these massive, dangerous, hidden spaces into sharp focus."
377,"The speaker, a forest ecologist, shares her passion for trees and forests, highlighting the importance of the upper tree canopy and the biodiversity it supports. She discusses her efforts to communicate the significance of forests to a wider audience through various projects, such as the International Canopy Network and partnerships with artists and musicians. Additionally, she details her innovative project involving incarcerated individuals in growing mosses sustainably and engaging them in conservation efforts, emphasizing the need for scientists to collaborate with diverse communities for environmental stewardship.","A unique ecosystem of plants, birds and monkeys thrives in the treetops of the rainforest. Nalini Nadkarni explores these canopy worlds -- and shares her findings with the world below, through dance, art and bold partnerships."
378,"The speaker discusses the transition in architecture from using fractional dimensions to a more modern calculus-based approach, emphasizing the shift from ideal shapes to a focus on information and generic form. They highlight the impact of digital tools on design fields, showcasing examples like the Gothic architecture and contemporary projects influenced by calculus and symmetry breaking. Furthermore, they delve into the application of calculus in product design, illustrating how it allows for differentiation while maintaining coherence. The talk concludes with insights on the organic fusion of building elements in large-scale constructions and the use of digital fabrication to create intricate and harmonious architectural forms.",Greg Lynn talks about the mathematical roots of architecture -- and how calculus and digital tools allow modern designers to move beyond the traditional building forms. A glorious church in Queens (and a titanium tea set) illustrate his theory.
379,"The speaker discusses the possibility of flying cars, known as roadable aircraft, and their potential to revolutionize transportation. He shares his journey of developing a four-passenger aircraft called a Skycar, which can take off vertically like a helicopter and be used on highways. The speaker emphasizes the importance of infrastructure to support this new mode of transportation and highlights the advancements made in technology and safety features to make flying cars a reality. He envisions a future where personal transportation in flying cars will significantly impact demographics and change the way people commute.",Paul Moller talks about the future of personal air travel -- the marriage of autos and flight that will give us true freedom to travel off-road. He shows two things he's working on: the Moller Skycar (a jet + car) and a passenger-friendly hovering disc.
380,"The speaker, a writer, reflects on the pressures and fears that come with creative work, especially after the unexpected success of her book ""Eat, Pray, Love."" Drawing inspiration from ancient beliefs in divine creativity, she suggests a shift in perspective towards viewing creative inspiration as a collaborative effort with an external source. By relinquishing the burden of individual genius and embracing a more humble approach to creativity, she advocates for a healthier and more sustainable relationship with the creative process. Ultimately, she encourages fellow creatives to persist in their work, regardless of external expectations, and to find joy in the act of creation itself.","Elizabeth Gilbert muses on the impossible things we expect from artists and geniuses -- and shares the radical idea that, instead of the rare person ""being"" a genius, all of us ""have"" a genius. It's a funny, personal and surprisingly moving talk."
381,"Barry Schwartz's TED Talk emphasizes the importance of practical wisdom in work and life, citing examples of janitors who go above and beyond their job descriptions to care for others. He critiques the overreliance on rules and incentives, arguing that they can undermine moral skill and will. Schwartz calls for a re-moralization of work, celebrating ordinary heroes and fostering environments that encourage moral behavior. He concludes with a call to pay attention to our actions and organizational structures to cultivate wisdom and virtue.","Barry Schwartz makes a passionate call for ""practical wisdom"" as an antidote to a society gone mad with bureaucracy. He argues powerfully that rules often fail us, incentives often backfire, and practical, everyday wisdom will help rebuild our world."
382,"The speaker reflects on the concept of play in design, drawing a distinction between being solemn and being serious. He shares personal experiences of engaging in serious play throughout his career, from early rebellious designs to integrating graphics into architecture. He emphasizes the importance of being unqualified for a job to achieve serious design and discusses the shift from serious play to solemnity as projects become successful and accepted. The speaker concludes by highlighting the need to constantly push boundaries, embrace ignorance, and maintain a sense of playful experimentation in order to continue growing creatively.","Paula Scher looks back at a life in design (she's done album covers, books, the Citibank logo ...) and pinpoints the moment when she started really having fun. Look for gorgeous designs and images from her legendary career."
383,"The speaker, a co-founder of Worldchanging.com, discusses their mission to document sustainable solutions for a better future. They emphasize the importance of focusing on positive outcomes and highlight various innovative solutions such as rapid disaster relief tools, high-efficiency designs for homes and offices, and the transformative impact of mobile phones. The speaker envisions a collaborative, technology-enabled Earth Witness project that leverages mobile phones and environmental sensors to empower individuals to gather data and protect the planet, illustrating the potential for bottom-up global collaboration in addressing environmental challenges. Overall, the message conveys optimism, emphasizing that a better world is not just a possibility but a current reality waiting to be embraced.",We all want to make the world better -- but how? Jamais Cascio looks at some specific tools and techniques that can make a difference. It's a fascinating talk that might just inspire you to act.
384,"The speaker reflects on his lack of tech knowledge compared to his daughter's early understanding, but praises the sense of social responsibility showcased at TED events. He delves into the abstract concept of hope, emphasizing the need for humanity to go in different directions and tap into the human spirit for positive change. Drawing on historical and philosophical references, he calls for a global commitment to healing and compassion, highlighting the importance of moral imagination in addressing world issues.","Sherwin Nuland, a surgeon and a writer, meditates on the idea of hope -- the desire to become our better selves and make a better world. It's a thoughtful 12 minutes that will help you focus on the road ahead."
385,"The speaker's interest in solar energy began at age 15 due to the energy crisis in the 1970s, leading him to start a company called Solar Devices. After a 25-year detour, including work with computer technology, he returned to his passion for solar energy and developed a new type of concentrator using genetic algorithms. This concentrator, combined with a Stirling engine, aims to provide cost-effective solar electricity with potential applications in residential and energy farm settings, particularly in areas with high sun exposure like Africa. The goal is to make solar energy more economically viable, with a focus on achieving a payback period of less than five years to drive widespread adoption.","Bill Gross, the founder of Idealab, talks about his life as an inventor, starting with his high-school company selling solar energy plans and kits. Learn here about a groundbreaking system for solar cells -- and some questions we haven't yet solved."
386,"The speaker presented a behind-the-scenes look at the groundbreaking computer visualization techniques used in the film ""The Curious Case of Benjamin Button,"" where Brad Pitt's character ages in reverse. They detailed the challenges of creating a completely digital human head for the character, using innovative technology such as the Facial Action Coding System and Contour surface capture. The process involved scanning Pitt's face, creating a database of his expressions, retargeting the data onto an aged model, and utilizing image analysis to match his performance to the digital character. The presentation highlighted the extensive work of the team over two years, involving various aspects like lighting, eyes, mouth, skin displacement, and the development of an ""emotion capture"" system to enhance the actor's performance.","Ed Ulbrich, the digital-effects guru from Digital Domain, explains the Oscar-winning technology that allowed his team to digitally create the older versions of Brad Pitt's face for ""The Curious Case of Benjamin Button."""
387,"The speaker discusses the impact of plastic waste on the environment, particularly in the ocean where it accumulates and harms wildlife. He highlights the challenges of recycling plastics, their persistence in the environment, and the consequences on marine life. The solution proposed is to prevent plastic waste from reaching the ocean by reducing its production and consumption on land. The overwhelming presence of plastic debris in the ocean is a global problem with no easy solution, emphasizing the need for sustainable practices to protect future generations.","Capt. Charles Moore of the Algalita Marine Research Foundation first discovered the Great Pacific Garbage Patch -- an endless floating waste of plastic trash. Now he's drawing attention to the growing, choking problem of plastic debris in our seas."
388,"Evan Williams, the co-founder of Twitter, shared the journey of how Twitter came to be, starting as a side project at Odeo and evolving into a platform for real-time events and diverse uses. Users shaped Twitter's evolution through features like replies and the API, leading to unexpected benefits such as aiding in emergencies and charitable efforts. The power of Twitter lies in its ability to connect people and facilitate the sharing of information, with its potential for positive impact continuing to grow.","In the year leading up to this talk, the web tool Twitter exploded in size (up 10x during 2008 alone). Co-founder Evan Williams reveals that many of the ideas driving that growth came from unexpected uses invented by the users themselves."
389,"The speaker explores the concept of spatial reasoning inspired by childhood block play and introduces Siftables - interactive computer devices the size of cookies that can be manipulated physically to interact with digital information in innovative ways. Demonstrations include using Siftables for video manipulation, educational games, interactive storytelling, and music sequencing, showcasing their potential for diverse applications and intuitive user engagement. The speaker's passion lies in developing human-computer interfaces aligned with natural cognitive and physical behaviors, offering a glimpse into the future of interactive digital tools that empower users to engage with information on their own terms.","MIT grad student David Merrill demos Siftables -- cookie-sized, computerized tiles you can stack and shuffle in your hands. These future-toys can do math, play music, and talk to their friends, too. Is this the next thing in hands-on learning?"
390,"The speaker discusses his newfound focus on beauty, emotions, and fun in design, highlighting examples like a Philippe Starck juicer and a Global cutting knife. He explains the impact of fear and happiness on problem-solving and creativity, as well as the three levels of processing in design: visceral, behavioral, and reflective. The talk concludes with examples of reflective design, emphasizing the importance of emotions and aesthetics in products.","In this talk from 2003, design critic Don Norman turns his incisive eye toward beauty, fun, pleasure and emotion, as he looks at design that makes people happy. He names the three emotional cues that a well-designed product must hit to succeed."
391,"The speaker discusses the concept of developing a sixth sense that provides easy access to relevant information to aid decision-making, contrasting it with the limitations of current technology like smartphones. They introduce a wearable device, composed of a camera, projection system, and cell phone, allowing users to interact with projected data using natural gestures on any surface. The device can assist in various scenarios such as shopping, reading books, checking flight information, and receiving real-time updates, aiming to provide seamless access to information without changing user behavior. The speaker acknowledges the work-in-progress nature of the device and hints at future advancements in the field.","This demo -- from Pattie Maes' lab at MIT, spearheaded by Pranav Mistry -- was the buzz of TED. It's a wearable device with a projector that paves the way for profound interaction with our environment. Imagine ""Minority Report"" and then some."
392,"Aimee Mullins shared her experience of engaging children with prosthetic legs to encourage curiosity and exploration, rather than fear or judgment. She discussed how her appearance at a TED conference led to collaborations in the fashion industry, challenging traditional notions of beauty and disability. Mullins highlighted her diverse collection of prosthetic legs, showcasing the fusion of technology and art to redefine identity and empowerment, emphasizing the potential for individuals to design their bodies from a place of strength and creativity.","Athlete, actor and activist Aimee Mullins talks about her prosthetic legs -- she's got a dozen amazing pairs -- and the superpowers they grant her: speed, beauty, an extra 6 inches of height ... Quite simply, she redefines what the body can be."
393,"Stuart Brown discusses the importance of play in human and animal behavior, citing examples like a polar bear interacting playfully with a husky and the impact of play deprivation on individuals like the Texas Tower murderer. He emphasizes the role of play in brain development, creativity, and problem-solving, drawing on studies from animals and humans. Brown advocates for integrating play into daily life rather than viewing it as mere preparation for adulthood, highlighting its significance in fostering adaptability and social connections. His work with the National Institute for Play and the ""From Play to Innovation"" course at Stanford's d.school demonstrate the practical applications of play in promoting innovation and well-being.","A pioneer in research on play, Dr. Stuart Brown says humor, games, roughhousing, flirtation and fantasy are more than just fun. Plenty of play in childhood makes for happy, smart adults -- and keeping it up can make us smarter at any age."
394,"In this TED Talk, Tim Berners-Lee reflects on the creation of the World Wide Web 20 years ago and his frustration with the lack of interconnected data formats. He introduces the concept of linked data, emphasizing the importance of making various forms of data accessible and interconnected on the web for greater societal benefit. Berners-Lee highlights the significance of open government data, scientific research data, and personal data, urging individuals to contribute to the shared pool of linked data to unlock its full potential.","20 years ago, Tim Berners-Lee invented the World Wide Web. For his next project, he's building a web for open, linked data that could do for numbers what the Web did for words, pictures, video: unlock our data and reframe the way we use it together."
395,"The speaker discusses Darwin's concept of a ""strange inversion of reasoning,"" where design does not necessarily require an intelligent designer. The talk delves into how our preferences for sweetness, sexiness, cuteness, and humor are all evolutionarily wired instincts rather than inherent qualities of objects. Using humor as a neuroscientific probe, the speaker and colleagues have developed the Hurley Model to study the brain's functional architecture by exploring the rewarding nature of humor and the concept of debugging.","Why are babies cute? Why is cake sweet? Philosopher Dan Dennett has answers you wouldn't expect, as he shares evolution's counterintuitive reasoning on cute, sweet and sexy things (plus a new theory from Matthew Hurley on why jokes are funny)."
396,"The speaker discusses the concept of predictable irrationality through personal experiences and experiments. He reflects on irrational behavior observed in the hospital, specifically regarding the removal of bandages, and how this led to a series of experiments exploring human behavior, such as cheating. The experiments revealed that many individuals tend to cheat by small amounts, influenced by factors like moral reminders and distance from money. The speaker emphasizes the importance of challenging our intuitions through systematic experimentation, as demonstrated by his interactions with nurses and the implications for broader decision-making contexts, like stock markets and policy implementation.",Behavioral economist Dan Ariely studies the bugs in our moral code: the hidden reasons we think it's OK to cheat or steal (sometimes). Clever studies help make his point that we're predictably irrational -- and can be influenced in ways we can't grasp.
397,"In the transcript, the speaker discusses his fascination with objects and the stories they tell, particularly focusing on his experience sculpting replicas of a dodo skeleton and the Maltese Falcon. He describes the meticulous process of creating these replicas using reference materials and his skills as a model maker. Despite the challenges faced, such as shrinkage in casting, the speaker's passion for these objects drives him to seek perfection in his replicas, highlighting the deep satisfaction he finds in the process rather than just the end result.","Adam Savage talks about his fascination with the dodo bird, and how it led him on a strange and surprising double quest. It's an entertaining adventure through the mind of a creative obsessive."
398,"The speaker reflects on his unconventional background, lack of formal education, and unique artistic style that blends painstaking realism with whimsical themes. He discusses his passion for retrofuturism and faux-nostalgia, often incorporating elements of automotive and techno-archaeology in his work. Through his illustrations and covers, he humorously explores urban absurdism, hyperbolic overkill, and shamelessly cheap concepts, showcasing a blend of seriousness and playfulness in his art. In conclusion, he mentions his upcoming children's book titled ""Marvel Sandwiches,"" a collection of his playful yet thoughtful creations.","Bruce McCall paints a retro-future that never happened -- full of flying cars, polo-playing tanks and the RMS Tyrannic, ""The Biggest Thing in All the World."" At Serious Play '08, he narrates a brisk and funny slideshow of his faux-nostalgic art."
399,"Through collaboration with various organizations and inspiration from NASA, it was discovered that three common green plants - Areca palm, Mother-in-Law's Tongue, and money plant - can produce all the fresh air needed indoors to maintain health. The plants have been successfully implemented in a building in Delhi, resulting in significant health benefits, increased productivity, and reduced energy requirements. This innovative approach not only promotes personal health but also addresses the growing energy demands of the world, making it a sustainable solution for indoor air quality and environmental conservation.","Researcher Kamal Meattle shows how an arrangement of three common houseplants, used in specific spots in a home or office building, can result in measurably cleaner indoor air."
400,"The speaker discusses the history and potential future of kites, highlighting their military and aviation applications. They describe how kites are now being used to generate clean electricity, with the goal of creating megawatt-scale machines that can produce significant power. The speaker emphasizes the importance of supporting young people's audacious dreams and working towards innovative solutions to address energy and climate crises.","In this brief talk, Saul Griffith unveils the invention his new company Makani Power has been working on: giant kite turbines that create surprising amounts of clean, renewable energy."
401,"The speaker reflects on the complexity of defining poverty beyond just income, highlighting a personal encounter in Kenya's Mathare Valley slums with individuals like Mama Rose and Jane. Jane's journey from poverty to entrepreneurship through Jamii Bora's support demonstrates the transformative power of patient capital and long-term investments. Ultimately, the speaker emphasizes the importance of extending services and opportunities to all individuals, like Jane, to empower them to make choices and build a world where dignity and innovation thrive.","Jacqueline Novogratz tells a moving story of  an encounter in a Nairobi slum with Jane, a former prostitute, whose dreams of escaping poverty, of becoming a doctor and of getting married were fulfilled in an unexpected way."
402,"The speaker, a tech critic for the New York Times, discusses the evolution of cell phones merging with the internet, highlighting the advancements in Voice Over IP technology and the popularity of services like Skype and T-Mobile's free Wi-Fi calling. He also touches on the impact of the iPhone in revolutionizing the smartphone industry, leading to the development of app stores and innovative features on smartphones. The speaker humorously demonstrates various tech trends, such as voicemail transcription services, Google's voice-activated information service, and a service called Popularitydialer.com that helps users escape awkward situations.","In this engaging talk from the EG'08 conference, New York Times tech columnist David Pogue rounds up some handy cell phone tools and services that can boost your productivity and lower your bills (and your blood pressure)."
403,"The speaker shared his definition of success, emphasizing the importance of self-satisfaction and making the effort to do the best of which one is capable. He highlighted the significance of qualities like patience, faith, industriousness, and enthusiasm in achieving success. Through anecdotes and teachings from his father, he stressed the value of hard work, dedication, and moral principles in both sports and life, aiming to instill these values in his students and players. Ultimately, he believed that true success lies in personal growth, effort, and character rather than external achievements or recognition.","With profound simplicity, Coach John Wooden redefines success and urges us all to pursue the best in ourselves. In this inspiring talk he shares the advice he gave his players at UCLA, quotes poetry and remembers his father's wisdom."
404,"Nathan Wolfe discusses how the HIV virus crossed over from chimpanzees to humans in the early 20th century, emphasizing the importance of studying the early interface to catch viruses before they adapt to humans. By working with hunters in Central Africa to monitor the flow of viruses from animals to humans, Wolfe's team has discovered new viruses, including retroviruses similar to HIV, highlighting the need for global monitoring efforts. Wolfe stresses the urgency of addressing the bushmeat crisis and collaborating with diverse populations to prevent the spread of zoonotic diseases to blood banks and beyond.",Virus hunter Nathan Wolfe is outwitting the next pandemic by staying two steps ahead: discovering deadly new viruses where they first emerge -- passing from animals to humans among poor subsistence hunters in Africa -- before they claim millions of lives.
405,"The speaker shares various poems related to the themes of youth and age. In one poem, the speaker reflects on a childhood memory involving his grandmother washing his mouth with soap, leading to a complex relationship with her. Another poem delves into the societal expectations and constraints faced by women in the past, exploring the hidden complexities beneath their outward appearance. The speaker also touches on urban experiences, such as encountering a woman living in a subway station and a poignant moment witnessing a girl's impulsive act at a school. The poems evoke a mix of nostalgia, introspection, and societal commentary on human connections and vulnerabilities.","Poet C.K. Williams reads his work at TED2001. As he colors scenes of childhood resentments, college loves, odd neighbors and the literal death of youth, he reminds us of the unique challenges of living."
406,"The speaker discusses the decline of newspapers due to changing reader habits and technological advancements, questioning the future of the industry. He shares his experience of revitalizing newspapers in central and eastern Europe through innovative design, leading to increased circulation and international recognition. The key lesson is that design has the power to transform not only a product but also an entire company, emphasizing the importance of giving power to designers and the potential for anyone to elevate their work with inspiration, vision, and determination.","Jacek Utko is an extraordinary Polish newspaper designer whose redesigns for papers in Eastern Europe not only win awards, but increase circulation by up to 100%. Can good design save the newspaper? It just might."
407,"The speaker discusses his progression from paragliding to skydiving, freeflying, skysurfing, wingsuit flying, and BASE jumping, sharing experiences of jumping from famous landmarks. He emphasizes the importance of practice, physical training, equipment, and mental preparation for extreme sports. He mentions his upcoming projects to set world records in wingsuit flying and attempt a new, never-before-done jump, highlighting the thrill and pursuit of the human dream of flying.","Wingsuit jumping is the leading edge of extreme sports -- an exhilarating feat of almost unbelievable daring, where skydivers soar through canyons at over 100MPH. Ueli Gegenschatz talks about how (and why) he does it, and shows jawdropping film."
408,"The speaker was commissioned by Wilsonart International to design a trade show booth for the International Contemporary Furniture Fair in New York in 2000, using an old Airstream trailer to showcase laminate in a fresh, contemporary way. Through research and redesign, they aimed to align the trailer's interior with its futuristic exterior, emphasizing mobility and independence. This project led to further opportunities, including designing trailers for Tokyo Designers Block and consulting for Airstream to update their interiors using existing technology and handcrafted methods, resulting in the Bambi 16 prototype.","In this low-key, image-packed talk from 2002, designer Christopher C. Deam talks about his makeover of an American classic: the Airstream travel trailer."
409,"The transcript discusses the increasing role of robots and technology in modern warfare, highlighting the use of drones, unmanned ground systems, and the potential for thousands of robots to operate in conflicts. The impact of military robotics on warfare, ethics, and international relations is explored, with a focus on the shift in the identity and experience of warriors. The transcript raises concerns about the implications of these advancements, such as the challenges of adapting laws of war to new technologies and the psychological effects on drone pilots. Ultimately, it questions whether it is the machines or human nature that is fundamentally inclined towards war.","In this powerful talk, P.W. Singer shows how the widespread use of robots in war is changing the realities of combat. He shows us scenarios straight out of science fiction -- that now may not be so fictitious."
410,"The filmmaker discusses his approach to creating a film driven by emotions rather than information, aiming to capture a personal journey. The film showcases unique scenes and people encountered along the way, including a poignant segment about the architect's unfinished masterpiece in Dhaka, Bangladesh. Through interviews and reflections, the film explores the accidental nature of life and the legacy left behind by the architect, emphasizing the impact of his work and the personal sacrifices made. The audience is taken on a visual and emotional journey, highlighting the complexity of relationships, creativity, and the lasting influence of the architect's vision.","Nathaniel Kahn shares clips from his documentary ""My Architect,"" about his quest to understand his father, the legendary architect Louis Kahn. It's a film with meaning to anyone who seeks to understand the relationship between art and love."
411,"The speaker explains the importance of using science, specifically game theory, to predict and engineer future outcomes in areas like energy, national security, and policy. By analyzing decision-makers' interests, influence, and behaviors, predictions can be made about complex negotiations and political situations, such as Iran's nuclear weapons program and the stability of its regime. Through computer models and expert analysis, it is predicted that Iran will pursue research on weapons-grade fuel but not build a bomb, influenced by shifting power dynamics within the country. The speaker emphasizes that while not everything is predictable, many complicated negotiations are, and understanding how to predict and influence outcomes can lead to positive changes in the world.","Bruce Bueno de Mesquita uses mathematical analysis to predict (very often correctly) such messy human events as war, political power shifts, Intifada ... After a crisp explanation of how he does it, he offers three predictions on the future of Iran."
412,"Bacteria, being single-celled organisms with minimal genetic information, play a crucial role in the human body by outnumbering human cells 10 to 1 and performing essential functions like protecting against pathogens and aiding digestion. Through quorum sensing, bacteria can communicate with each other using chemical signals to coordinate group behaviors, including bioluminescence and virulence. Understanding bacterial communication has led to the development of potential new antibiotics by disrupting their ability to communicate, offering a promising solution to combat antibiotic resistance. The study of bacteria's social behaviors and chemical language provides valuable insights into multicellularity and potential applications in human health.","Bonnie Bassler discovered that bacteria ""talk"" to each other, using a chemical language that lets them coordinate defense and mount attacks. The find has stunning implications for medicine, industry -- and our understanding of ourselves."
413,"The speaker discusses their journey in comedy, touching on topics like narcissism, improvisation, societal contradictions, and humor's role in challenging norms. They explore the concept of the trickster as an agent of change, emphasizing boundary crossing, non-oppositional strategies, smart luck, and making connections to provoke new ways of thinking. Ultimately, they express gratitude for TED as a welcoming ""home"" for diverse ideas and perspectives.","Philosopher-comedian Emily Levine talks (hilariously) about science, math, society and the way everything connects. She's a brilliant trickster, poking holes in our fixed ideas and bringing hidden truths to light. Settle in and let her ping your brain."
414,"The speaker discusses the rise of a culture of availability driven by mobile device proliferation, leading to an expectation of constant availability and the obligation to be constantly accessible. Various tactics like ""the lean"" and ""the stretch"" are used to discreetly check devices in social settings. The speaker emphasizes the importance of shared narratives and human connection, urging the audience to create technologies that enhance human experiences rather than detract from them.","In this funny (and actually poignant) 3-minute talk, social strategist Renny Gleeson breaks down our always-on social world -- where the experience we're having right now is less interesting than what we'll tweet about it later."
415,"The speaker addresses the challenge of running a country without oil, ultimately proposing a solution centered around electric cars. By separating car ownership from battery ownership and creating a network of charging and battery swap stations, they aim to make electric cars more convenient and affordable. The focus is on scaling up this model globally to reduce oil dependence and carbon emissions, emphasizing the importance of making immediate and impactful decisions to transition towards a zero-oil economy. The speaker highlights the potential economic and environmental benefits of this approach and calls for bold leadership and rapid action to achieve these goals.","Forget about the hybrid auto -- Shai Agassi says it's electric cars or bust if we want to impact emissions. His company, Better Place, has a radical plan to take entire countries oil-free by 2020."
416,"The speaker discusses the impact of advancements in biology on the future, emphasizing the importance of understanding and manipulating our biology to shape our destinies and address health challenges. He highlights the rapid progress in genomics and the potential for significant changes in medicine, reproduction, and emotional modification. The talk concludes with a reflection on the ethical dilemmas and societal implications of embracing these technologies, urging a balanced approach to integrating high-tech solutions with traditional remedies for optimal health outcomes.","In this prophetic 2003 talk -- just days before Dolly the sheep was stuffed -- biotech ethicist Gregory Stock looked forward to new, more meaningful (and controversial) technologies, like customizable babies, whose adoption might drive human evolution."
417,"The AlloSphere is a three-story metal sphere in an echo-free chamber that acts as a large digital microscope connected to a supercomputer, allowing researchers to be immersed in their data. Through various research projects like AlloBrain, biogenerative algorithms, and exploring atomic structures, the interdisciplinary team of artists, scientists, and engineers at the University of California, Santa Barbara, is merging art, science, and engineering to advance knowledge in fields such as neuroscience, nanoscience, and quantum computing. The AlloSphere's innovative approach aims to visualize and sonify complex data, offering new ways to understand and interact with information across different scales, from biological macroscopic data down to electron spin.","JoAnn Kuchera-Morin demos the AlloSphere, a new way to see, hear and interpret scientific data. Dive into the brain, feel electron spin, hear the music of the elements ... and detect previously unseen patterns that could lead to new discoveries."
418,"Tim Ferriss shares his journey from childhood antics as the Incredible Hulk to overcoming his fear of swimming and eventually becoming a long-distance swimmer through Total Immersion Swimming. He then delves into his struggles with learning languages, particularly Japanese, and how focusing on material over method led to his success in mastering multiple languages. Finally, he recounts his unexpected foray into tango dancing in Argentina, highlighting the importance of implicit versus explicit learning and facing fears to achieve remarkable results in various aspects of life.","From the EG conference: Productivity guru Tim Ferriss' fun, encouraging anecdotes show how one simple question -- ""What's the worst that could happen?"" -- is all you need to learn to do anything."
419,"The speaker shares nine rules learned from 35 years of rock climbing. These rules emphasize concepts like not letting go too soon, avoiding hesitation, having a plan, knowing how to rest, focusing on solutions beyond the obvious, understanding that strength alone does not guarantee success, and preparing for falls to minimize injury. The importance of balance, planning for falls, and staying focused are key takeaways for climbers to enhance their safety and success in the sport.","In this talk from TED University 2009, veteran rock climber Matthew Childs shares nine pointers for rock climbing. These handy tips bear on an effective life at sea level, too."
420,"The speaker discusses a project of crocheting a coral reef that has grown to involve thousands of people worldwide, reaching across three continents and combining mathematics, marine biology, feminine handicraft, and environmental activism. The project showcases the use of crochet to model hyperbolic geometry found in coral reefs and sea slugs, challenging traditional mathematical notions. Through this project, the speaker highlights the importance of embodied knowledge and play in engaging with complex theoretical ideas, proposing a ""play tank"" as an alternative approach to education and understanding abstract concepts.","Margaret Wertheim leads a project to re-create the creatures of the coral reefs using a crochet technique invented by a mathematician -- celebrating the amazements of the reef, and deep-diving into the hyperbolic geometry underlying coral creation."
421,"The speaker fell in love with airplanes at a young age, which inspired him to pursue aeronautical engineering and later transition into designing furniture, specifically chairs. He focused on creating a chair that automatically balances weight for reclining without the need for manual adjustments, aiming to enhance the user's comfort and productivity. The design also includes innovative features like easily adjustable armrests, a headrest that automatically aligns with the user's neck, and gel cushions for comfort and support. Through his meticulous design process, he aimed to create a chair that caters to various body types and promotes a healthier sitting posture.",Design legend Niels Diffrient talks about his life in industrial design (and the reason he became a designer instead of a jet pilot). He details his quest to completely rethink the office chair starting from one fundamental data set: the human body.
422,"In the 2008 election, Barack Obama received significant support from predominantly white voters, winning 375 electoral votes and setting a record for popular votes. However, there were parts of the country, like Arkansas and Tennessee, where Obama faced challenges due to racial factors influencing voter decisions. Research shows that racism is predictable and influenced by factors like education levels and the diversity of one's neighborhood. To address racism, promoting interactions between people of different races is crucial, whether through urban design, intercollegiate exchange programs, or other initiatives.","Nate Silver has data that answers big questions about race in politics. For instance, in the 2008 presidential race, did Obama's skin color actually keep him from getting votes in some parts of the country? Stats and myths collide in this fascinating talk that ends with a remarkable insight."
423,"Ushahidi, a platform developed in response to post-election violence in Kenya, allows users to send in information via mobile phones. Originally created for Africa, it has expanded globally and is now used by organizations worldwide. The team is now focusing on creating a crowdsourced filter to manage the overwhelming amount of crisis information received in the first three hours of an event, aiming to provide more accurate and useful data. This innovative approach to information management is led by a diverse team of developers from Africa and beyond.","At TEDU 2009, Erik Hersman presents the remarkable story of Ushahidi, a GoogleMap mashup that allowed Kenyans to report and track violence via cell phone texts following the 2008 elections, and has evolved to continue saving lives in other countries."
424,"The speaker reads three humorous stories from an architecture and design magazine, focusing on quirky details like the sound of a light switch, temporary taxpayer buildings, and the architectural significance of the human lap. Each story delves into unconventional aspects of design and architecture, offering a whimsical take on everyday elements. The stories highlight the unique perspectives and musings of the speaker on these seemingly mundane topics, providing a lighthearted exploration of the intersection between design and daily life.","In this captivating talk from the TED archive, cartoonist Ben Katchor reads from his comic strips. These perceptive, surreal stories find the profound hopes and foibles of history (and modern New York) preserved in objects like light switches and signs."
425,"The first half of the 20th century was marked by disasters like World Wars, the Great Depression, and the rise of communism, dividing nations with walls. The second half saw the dismantling of these barriers, leading to globalization and cooperation across borders. This shift fueled economic growth, especially in countries like China and India, lifting millions out of poverty. Looking ahead, the speaker emphasizes the importance of globalizing world markets, investing in education, and sharing ideas to drive continued progress and prosperity for all.","The ""dismal science"" truly shines in this optimistic talk, as economist Alex Tabarrok argues free trade and globalization are shaping our once-divided world into a community of idea-sharing more healthy, happy and prosperous than anyone's predictions."
